V1 V2 V3 V5 V6 V11 V12 V14 V15
190 cell1_MACS_peak_10934 41 38 40 42 42 34 47 44
191 cell1_MACS_peak_10938 42 42 42 35 36 43 41 40
192 cell1_MACS_peak_10940 11 16 18 12 23 26 25 27
193 cell1_MACS_peak_10941 74 78 88 79 108 123 123 120
194 cell1_MACS_peak_10942 48 42 45 43 56 56 60 57
195 cell1_MACS_peak_10943 59 61 73 71 71 78 78 83
196 cell1_MACS_peak_10947 52 50 51 52 60 68 62 71
197 cell1_MACS_peak_10951 56 53 56 61 88 85 82 79
198 cell1_MACS_peak_10953 51 55 65 59 85 88 86 82
199 cell1_MACS_peak_10958 20 20 23 23 36 26 34 27
200 cell1_MACS_peak_1096 65 68 68 58 48 49 50 47
201 cell1_MACS_peak_10967 43 44 46 46 37 37 35 41
202 cell1_MACS_peak_10974 36 32 32 35 37 43 40 36
203 cell1_MACS_peak_10979 44 54 46 48 70 72 74 73
204 cell1_MACS_peak_10984 50 49 44 47 48 49 38 42
205 cell1_MACS_peak_10986 44 49 48 57 62 50 55 61
206 cell1_MACS_peak_10991 56 49 55 58 59 58 56 52
207 cell1_MACS_peak_110 35 40 42 42 44 37 38 43
208 cell1_MACS_peak_11006 68 72 71 69 60 56 58 61
209 cell1_MACS_peak_11045 35 34 34 34 42 45 38 36
210 cell1_MACS_peak_11049 46 42 49 46 56 51 54 48
211 cell1_MACS_peak_11055 42 44 39 40 47 48 40 46
212 cell1_MACS_peak_11063 59 58 71 62 89 99 93 105
213 cell1_MACS_peak_11069 73 75 72 82 72 80 78 82
214 cell1_MACS_peak_11070 57 65 64 60 49 61 60 57
215 cell1_MACS_peak_11072 44 46 46 45 35 36 40 39
216 cell1_MACS_peak_11085 55 47 54 56 58 52 44 55
217 cell1_MACS_peak_11087 56 58 59 59 76 72 70 75
218 cell1_MACS_peak_11088 49 50 50 50 85 87 94 86
219 cell1_MACS_peak_11089 73 69 57 63 92 93 92 107
220 cell1_MACS_peak_1109 80 71 68 69 60 69 62 61
221 cell1_MACS_peak_11091 59 56 57 66 93 84 86 88
222 cell1_MACS_peak_11093 54 46 62 51 52 54 51 55
223 cell1_MACS_peak_1113 48 47 46 55 70 67 62 62
224 cell1_MACS_peak_11130 56 56 47 50 58 71 64 65
225 cell1_MACS_peak_11134 36 35 45 42 59 66 72 79
226 cell1_MACS_peak_11141 54 53 61 55 51 52 53 49
227 cell1_MACS_peak_11149 54 68 53 59 69 65 65 73
228 cell1_MACS_peak_11153 61 59 58 64 67 71 70 72
229 cell1_MACS_peak_11164 70 67 65 69 97 103 104 99
230 cell1_MACS_peak_11174 38 40 41 42 47 49 58 60
231 cell1_MACS_peak_11176 35 37 34 34 47 44 49 54
232 cell1_MACS_peak_11178 36 33 40 37 63 61 68 68
233 cell1_MACS_peak_11183 39 33 36 35 35 44 41 44
234 cell1_MACS_peak_1120 56 46 54 55 61 58 62 57
235 cell1_MACS_peak_11205 53 46 56 51 59 51 52 56
236 cell1_MACS_peak_11209 78 85 78 85 83 71 75 77
237 cell1_MACS_peak_1121 52 55 56 56 47 55 55 52
238 cell1_MACS_peak_11215 44 50 42 45 56 61 63 51
239 cell1_MACS_peak_1122 37 35 40 40 52 54 55 62
240 cell1_MACS_peak_11222 45 43 53 37 45 45 42 39
241 cell1_MACS_peak_11248 56 54 53 51 63 59 68 62
242 cell1_MACS_peak_11250 61 65 67 70 74 87 81 75
243 cell1_MACS_peak_11256 53 53 51 53 41 49 49 45
244 cell1_MACS_peak_11257 49 55 49 43 69 72 68 73
245 cell1_MACS_peak_11261 78 70 69 78 88 85 76 94
246 cell1_MACS_peak_1127 57 54 52 56 49 50 46 45
247 cell1_MACS_peak_11278 38 35 38 39 44 41 45 41
248 cell1_MACS_peak_11282 40 41 41 37 36 34 34 33
249 cell1_MACS_peak_11287 34 35 36 36 37 32 40 32
250 cell1_MACS_peak_11296 13 10 9 15 8 8 9 9
251 cell1_MACS_peak_11297 37 40 33 34 32 35 31 26
252 cell1_MACS_peak_11314 69 72 67 70 52 60 48 54
253 cell1_MACS_peak_1132 47 58 51 46 48 45 47 39
254 cell1_MACS_peak_11320 43 40 39 44 45 40 41 45
255 cell1_MACS_peak_11321 66 62 67 66 59 55 47 58
256 cell1_MACS_peak_11328 33 31 33 36 44 39 40 49
257 cell1_MACS_peak_1133 62 62 66 60 56 57 55 55
258 cell1_MACS_peak_11332 58 61 60 67 64 56 59 57
259 cell1_MACS_peak_11333 61 68 62 59 50 54 55 43
260 cell1_MACS_peak_11335 35 38 37 37 44 42 32 41
261 cell1_MACS_peak_11345 34 40 45 39 48 57 52 55
262 cell1_MACS_peak_11347 42 43 48 49 56 52 49 49
263 cell1_MACS_peak_11349 41 50 38 41 44 35 39 42
264 cell1_MACS_peak_11350 32 31 35 29 35 35 30 39
265 cell1_MACS_peak_11355 40 43 45 38 53 48 49 57
266 cell1_MACS_peak_1136 43 43 50 47 61 52 59 61
267 cell1_MACS_peak_11361 36 40 36 38 54 50 48 49
268 cell1_MACS_peak_11362 60 51 63 46 57 61 54 55
269 cell1_MACS_peak_11364 41 39 38 42 59 58 66 63
270 cell1_MACS_peak_11373 58 62 58 61 63 64 68 65
271 cell1_MACS_peak_1138 42 42 45 40 38 37 43 37
272 cell1_MACS_peak_11381 43 52 46 47 46 37 43 45
273 cell1_MACS_peak_11382 55 54 61 63 71 70 75 77
274 cell1_MACS_peak_11387 35 37 39 30 25 25 26 21
275 cell1_MACS_peak_11388 72 76 67 75 71 67 71 71
276 cell1_MACS_peak_114 70 69 69 68 56 50 45 47
277 cell1_MACS_peak_11403 51 57 47 53 56 54 56 53
278 cell1_MACS_peak_11406 32 31 33 28 26 26 28 30
279 cell1_MACS_peak_1141 44 43 49 39 37 49 42 45
280 cell1_MACS_peak_11413 68 72 64 73 62 65 62 54
281 cell1_MACS_peak_11414 59 51 62 58 61 59 55 57
282 cell1_MACS_peak_11426 51 58 53 56 62 65 61 66
283 cell1_MACS_peak_11432 25 29 26 29 30 26 21 28
284 cell1_MACS_peak_11433 50 47 54 47 44 45 35 34
285 cell1_MACS_peak_11438 41 40 42 44 31 31 35 32
286 cell1_MACS_peak_11441 30 33 38 37 18 31 29 26
287 cell1_MACS_peak_11442 31 36 35 34 42 38 36 31
288 cell1_MACS_peak_11449 19 22 24 19 15 17 14 11
289 cell1_MACS_peak_11453 31 31 39 34 41 41 47 40
290 cell1_MACS_peak_11454 62 68 69 58 51 61 61 63
291 cell1_MACS_peak_11468 47 48 47 51 62 57 60 64
292 cell1_MACS_peak_11471 53 54 57 53 64 56 49 51
293 cell1_MACS_peak_11475 49 45 45 51 40 37 41 45
294 cell1_MACS_peak_11479 57 61 54 61 69 67 59 64
295 cell1_MACS_peak_11497 52 51 52 50 54 57 48 53
296 cell1_MACS_peak_11509 51 58 53 55 62 54 60 56
297 cell1_MACS_peak_1151 52 74 65 63 49 57 47 63
298 cell1_MACS_peak_11510 38 29 35 35 35 29 26 34
299 cell1_MACS_peak_11512 43 45 55 35 48 52 46 50
300 cell1_MACS_peak_11516 51 54 50 48 47 50 46 57
301 cell1_MACS_peak_11517 61 53 50 50 58 58 51 52
302 cell1_MACS_peak_11521 42 50 44 50 32 33 35 33
303 cell1_MACS_peak_11526 51 50 54 51 49 39 46 44
304 cell1_MACS_peak_11531 37 39 49 40 54 48 56 65
305 cell1_MACS_peak_11556 33 28 25 35 36 34 34 38
306 cell1_MACS_peak_11563 25 27 32 26 28 25 29 33
307 cell1_MACS_peak_11569 60 59 66 68 63 65 60 64
308 cell1_MACS_peak_11570 105 99 102 110 91 111 101 105
309 cell1_MACS_peak_11577 34 32 33 32 30 29 31 34
310 cell1_MACS_peak_11580 77 71 79 81 79 78 92 88
311 cell1_MACS_peak_11589 50 53 53 40 40 38 37 42
312 cell1_MACS_peak_11597 47 46 49 49 67 59 69 62
313 cell1_MACS_peak_11598 40 35 35 35 31 23 30 25
314 cell1_MACS_peak_11602 69 72 77 66 83 73 71 82
315 cell1_MACS_peak_11606 34 41 45 44 39 41 39 39
316 cell1_MACS_peak_11608 55 53 54 58 54 52 56 55
317 cell1_MACS_peak_11614 48 54 55 50 50 39 45 51
318 cell1_MACS_peak_11623 43 52 59 52 61 72 78 71
319 cell1_MACS_peak_11645 45 42 37 39 42 51 37 41
320 cell1_MACS_peak_11647 36 39 37 40 36 38 46 44
321 cell1_MACS_peak_11651 44 50 52 46 48 49 45 48
322 cell1_MACS_peak_11652 46 47 38 55 57 45 48 47
323 cell1_MACS_peak_11656 61 51 50 58 54 51 56 50
324 cell1_MACS_peak_11660 43 43 48 46 51 47 43 43
325 cell1_MACS_peak_11671 40 40 41 42 42 40 42 40
326 cell1_MACS_peak_11678 32 35 32 42 44 45 47 43
327 cell1_MACS_peak_11686 47 42 39 41 43 47 41 40
328 cell1_MACS_peak_11688 32 32 32 31 37 38 44 37
329 cell1_MACS_peak_11692 49 49 49 52 46 44 43 48
330 cell1_MACS_peak_11696 44 42 42 36 35 32 34 30
331 cell1_MACS_peak_11701 36 40 35 33 37 32 36 38
332 cell1_MACS_peak_11713 47 46 43 39 38 44 41 41
333 cell1_MACS_peak_11740 21 20 24 19 26 24 24 28
334 cell1_MACS_peak_11751 54 54 52 52 64 55 60 52
335 cell1_MACS_peak_11758 33 33 35 27 28 27 32 36
336 cell1_MACS_peak_11764 28 31 28 30 35 35 38 28
337 cell1_MACS_peak_11770 36 30 30 37 44 49 46 47
338 cell1_MACS_peak_11776 50 49 46 47 67 70 70 69
339 cell1_MACS_peak_11790 33 41 37 40 53 47 55 53
340 cell1_MACS_peak_11797 42 40 31 42 61 64 59 63
341 cell1_MACS_peak_11808 27 22 28 28 41 37 40 37
342 cell1_MACS_peak_1181 61 78 69 75 58 56 55 47
343 cell1_MACS_peak_11811 36 41 38 34 50 51 59 57
344 cell1_MACS_peak_11814 40 32 33 33 54 47 52 55
345 cell1_MACS_peak_11818 33 28 28 31 32 31 37 37
346 cell1_MACS_peak_1182 52 53 49 46 61 59 59 58
347 cell1_MACS_peak_11822 21 21 22 26 34 31 35 41
348 cell1_MACS_peak_11826 36 32 29 33 49 51 51 44
349 cell1_MACS_peak_11828 28 29 26 29 27 25 32 30
350 cell1_MACS_peak_11829 48 57 49 54 69 77 74 78
351 cell1_MACS_peak_1183 18 23 22 26 18 16 21 21
352 cell1_MACS_peak_11831 39 31 31 43 67 66 68 67
353 cell1_MACS_peak_11832 37 31 36 44 60 66 65 72
354 cell1_MACS_peak_11833 40 44 49 43 80 83 97 89
355 cell1_MACS_peak_11837 41 40 41 45 61 52 68 67
356 cell1_MACS_peak_11841 33 35 36 38 48 56 59 49
357 cell1_MACS_peak_11846 29 27 31 34 49 54 59 55
358 cell1_MACS_peak_11849 40 40 52 41 47 46 50 49
359 cell1_MACS_peak_11851 33 28 39 35 55 53 52 45
360 cell1_MACS_peak_11852 31 32 40 25 69 61 66 65
361 cell1_MACS_peak_11855 34 37 45 41 66 64 75 69
362 cell1_MACS_peak_11858 47 49 57 45 56 62 58 64
363 cell1_MACS_peak_11863 36 34 33 36 39 46 44 48
364 cell1_MACS_peak_11865 22 24 26 24 24 25 22 25
365 cell1_MACS_peak_11869 52 51 53 49 57 57 56 55
366 cell1_MACS_peak_11876 23 27 30 24 43 40 48 47
367 cell1_MACS_peak_11892 24 34 32 32 60 56 67 62
368 cell1_MACS_peak_119 70 75 73 67 115 112 109 109
369 cell1_MACS_peak_11901 32 28 29 27 54 49 60 58
370 cell1_MACS_peak_11913 38 41 44 46 45 55 55 61
371 cell1_MACS_peak_1192 48 49 50 55 53 49 54 55
372 cell1_MACS_peak_11924 40 45 43 43 53 53 51 56
373 cell1_MACS_peak_11928 31 30 32 32 38 37 45 42
374 cell1_MACS_peak_11936 18 17 21 14 20 20 18 20
375 cell1_MACS_peak_1194 73 80 71 73 49 57 47 50
376 cell1_MACS_peak_11940 47 49 43 46 43 53 52 55
377 cell1_MACS_peak_11941 56 49 54 58 77 74 77 73
378 cell1_MACS_peak_11950 32 33 35 31 54 45 47 50
379 cell1_MACS_peak_11952 43 43 43 40 36 49 43 36
380 cell1_MACS_peak_11955 37 38 40 36 51 48 48 55
381 cell1_MACS_peak_11958 45 47 46 44 69 59 66 72
382 cell1_MACS_peak_11965 35 36 34 34 39 33 35 35
383 cell1_MACS_peak_11969 34 34 34 32 47 36 41 52
384 cell1_MACS_peak_1197 67 68 67 63 60 62 50 56
385 cell1_MACS_peak_11972 25 25 28 26 45 36 43 37
386 cell1_MACS_peak_11980 28 34 37 36 62 55 49 58
387 cell1_MACS_peak_11985 35 38 42 38 60 47 58 56
388 cell1_MACS_peak_1200 51 49 47 43 43 39 42 37
389 cell1_MACS_peak_12003 23 20 25 26 39 34 36 32
390 cell1_MACS_peak_12006 34 28 36 33 46 55 62 61
391 cell1_MACS_peak_12013 57 59 67 70 100 111 121 105
392 cell1_MACS_peak_1202 42 45 44 47 41 38 45 41
393 cell1_MACS_peak_12022 33 31 33 39 40 32 42 48
394 cell1_MACS_peak_12024 35 33 47 42 48 56 51 55
395 cell1_MACS_peak_12026 34 33 32 42 45 43 48 48
396 cell1_MACS_peak_12028 38 40 46 45 58 51 63 63
397 cell1_MACS_peak_12035 47 43 47 41 59 64 63 61
398 cell1_MACS_peak_12039 36 40 32 48 74 78 79 80
399 cell1_MACS_peak_12040 54 57 54 53 53 56 62 60
400 cell1_MACS_peak_12044 38 38 46 51 64 56 67 65
401 cell1_MACS_peak_12059 56 53 53 53 72 63 71 72
402 cell1_MACS_peak_12065 33 43 48 44 71 75 88 73
403 cell1_MACS_peak_12069 39 43 41 47 73 64 67 75
404 cell1_MACS_peak_1208 83 78 82 88 69 70 59 50
405 cell1_MACS_peak_12080 32 32 40 38 49 59 48 52
406 cell1_MACS_peak_12085 37 41 43 36 54 46 57 59
407 cell1_MACS_peak_12088 35 32 42 41 75 78 83 82
408 cell1_MACS_peak_12095 32 36 38 42 46 45 49 47
409 cell1_MACS_peak_12099 48 42 43 51 56 56 60 63
410 cell1_MACS_peak_12100 10 9 12 10 14 16 17 17
411 cell1_MACS_peak_12101 37 35 34 40 47 46 44 51
412 cell1_MACS_peak_12103 29 31 33 33 37 40 35 30
413 cell1_MACS_peak_12107 51 51 66 57 59 68 66 76
414 cell1_MACS_peak_12109 48 46 55 50 64 60 71 71
415 cell1_MACS_peak_12118 25 23 26 26 40 44 44 41
416 cell1_MACS_peak_12124 44 50 48 48 54 56 56 55
417 cell1_MACS_peak_12128 34 37 43 34 52 48 62 48
418 cell1_MACS_peak_12133 34 30 38 35 47 42 48 40
419 cell1_MACS_peak_12148 30 31 36 28 49 42 41 43
420 cell1_MACS_peak_12149 50 52 44 49 50 49 52 53
421 cell1_MACS_peak_12157 44 38 44 46 39 38 48 44
422 cell1_MACS_peak_1216 68 72 67 61 55 57 59 56
423 cell1_MACS_peak_12167 40 46 45 47 42 55 57 58
424 cell1_MACS_peak_12169 57 51 55 51 99 104 109 102
425 cell1_MACS_peak_12170 29 32 36 25 54 48 51 58
426 cell1_MACS_peak_12171 8 11 17 16 18 16 13 21
427 cell1_MACS_peak_12175 55 48 47 46 46 52 50 51
428 cell1_MACS_peak_12182 25 23 26 25 34 30 34 31
429 cell1_MACS_peak_12183 41 42 48 46 47 51 50 52
430 cell1_MACS_peak_12202 7 4 9 5 7 6 10 13
431 cell1_MACS_peak_12206 38 37 45 48 64 70 69 74
432 cell1_MACS_peak_12210 43 43 54 42 64 72 68 67
433 cell1_MACS_peak_12212 46 51 48 55 58 66 61 59
434 cell1_MACS_peak_12220 63 65 68 62 50 54 47 53
435 cell1_MACS_peak_12221 46 46 48 45 51 50 49 57
436 cell1_MACS_peak_12222 51 55 43 50 49 53 57 58
