V1 V2 V3 V5 V6 V11 V12 V14 V15
27717 false_4771 17 18 23 18 20 22 17 25
27719 false_4773 4 7 6 8 3 6 5 4
27722 false_4776 9 7 8 5 4 7 8 8
27724 false_4778 7 15 13 9 21 14 23 19
27725 false_4779 17 20 18 23 21 23 32 25
27728 false_4781 19 19 17 17 25 25 27 27
27732 false_4785 12 11 16 11 17 16 21 23
27736 false_4789 13 13 14 10 13 9 16 13
27738 false_4790 15 15 12 12 14 12 13 14
27740 false_4792 11 10 10 11 10 13 13 10
27741 false_4793 10 10 11 10 9 8 5 4
27742 false_4794 5 4 5 7 8 10 9 13
27743 false_4795 17 16 14 15 17 18 15 14
27744 false_4796 27 31 36 29 35 31 24 27
27747 false_4799 11 12 8 13 15 8 11 13
27748 false_48 12 15 12 14 12 11 11 9
27750 false_4800 10 8 7 11 16 13 19 16
27752 false_4802 21 23 19 18 17 15 17 14
27753 false_4803 12 12 10 10 11 12 9 13
27757 false_4807 13 11 9 9 12 10 11 14
27760 false_481 5 5 8 5 5 6 9 4
27762 false_4811 16 13 15 13 15 16 18 20
27763 false_4812 12 9 12 13 14 12 10 13
27764 false_4813 17 13 13 19 9 8 12 12
27765 false_4814 15 15 16 21 8 10 14 13
27766 false_4815 4 5 4 5 8 6 10 7
27767 false_4816 11 14 15 14 17 20 19 13
27768 false_4817 11 13 15 11 17 20 17 22
27770 false_4819 5 7 5 8 11 9 9 11
27775 false_4823 16 19 19 21 20 22 17 24
27776 false_4824 9 13 12 14 16 14 16 12
27779 false_4827 14 13 15 17 12 17 13 14
27780 false_4828 12 8 12 10 13 10 10 8
27781 false_4829 8 6 8 7 16 10 14 11
27783 false_4830 14 10 12 10 6 4 5 4
27784 false_4831 9 10 11 6 10 10 8 12
27786 false_4833 11 10 11 10 10 18 16 17
27787 false_4834 7 5 7 9 8 14 14 13
27789 false_4836 12 12 15 13 19 25 20 20
27790 false_4837 6 5 7 9 10 7 10 10
27791 false_4838 6 5 4 5 6 4 4 6
27793 false_484 14 16 16 19 22 15 21 20
27797 false_4843 7 8 6 8 8 11 7 9
27799 false_4845 11 10 11 13 14 11 16 17
27800 false_4846 17 17 18 17 16 25 20 22
27801 false_4847 15 16 18 19 19 18 22 27
27802 false_4848 9 8 12 8 22 16 19 19
27805 false_4850 5 10 6 8 13 12 13 11
27806 false_4851 14 10 11 11 9 14 10 12
27811 false_4856 4 4 5 9 13 13 16 14
27812 false_4857 9 10 14 12 12 13 13 15
27813 false_4858 18 13 14 15 16 13 16 17
27814 false_4859 11 15 13 12 14 21 21 18
27815 false_486 8 9 11 8 4 6 4 4
27817 false_4861 9 9 7 10 14 9 13 14
27819 false_4863 8 8 11 7 18 16 15 19
27826 false_487 10 14 15 14 13 9 11 9
27829 false_4872 12 12 10 7 14 12 18 12
27832 false_4875 24 24 20 22 30 30 23 31
27833 false_4876 11 12 11 10 18 25 26 22
27834 false_4877 15 15 18 20 20 20 25 19
27838 false_4880 7 9 8 14 17 20 18 14
27843 false_4885 6 9 7 5 12 15 10 12
27844 false_4886 8 5 7 10 14 11 10 12
27846 false_4888 14 15 16 21 24 32 26 27
27848 false_489 10 8 7 9 7 9 8 8
27849 false_4890 17 15 18 14 19 24 18 20
27850 false_4891 15 12 13 11 21 16 14 20
27851 false_4892 10 10 11 16 14 15 17 16
27852 false_4893 10 12 14 13 13 12 11 12
27853 false_4894 19 16 17 14 13 18 16 15
27857 false_4898 21 23 20 26 23 21 24 18
27859 false_49 13 14 16 15 9 8 6 8
27860 false_490 7 11 8 13 8 9 9 8
27864 false_4903 7 6 10 9 4 7 8 8
27866 false_4905 10 12 13 13 10 14 11 12
27871 false_491 8 10 8 10 7 8 7 9
27873 false_4911 19 25 18 21 14 21 17 18
27875 false_4913 15 13 13 17 11 13 13 13
27876 false_4914 12 14 11 18 24 25 29 25
27878 false_4916 12 12 14 17 16 17 18 19
27886 false_4923 17 18 15 20 13 15 20 19
27887 false_4924 14 13 17 18 20 20 20 21
27890 false_4927 6 7 7 7 6 7 6 8
27891 false_4928 5 8 6 5 6 7 7 9
27892 false_4929 6 4 5 4 13 9 12 10
27894 false_4930 17 16 20 15 32 17 23 28
27897 false_4933 3 3 3 6 6 9 8 8
27898 false_4934 10 10 11 12 13 15 13 16
27899 false_4935 12 12 12 14 14 20 13 15
27909 false_4944 5 2 5 2 5 3 4 5
27910 false_4945 18 22 25 19 26 27 14 20
27911 false_4946 12 15 16 17 20 20 23 19
27913 false_4948 13 9 14 8 10 16 14 14
27916 false_4950 8 8 9 10 13 13 13 13
27917 false_4951 14 13 13 9 12 11 8 10
27918 false_4952 14 11 11 12 16 20 15 18
27923 false_4957 16 15 15 16 13 17 12 16
27924 false_4958 19 20 28 19 39 41 45 48
27929 false_4962 10 11 11 11 16 18 15 12
27930 false_4963 4 4 1 4 4 8 8 9
27931 false_4964 19 25 22 20 27 27 30 34
27933 false_4966 14 14 15 13 10 13 15 12
27935 false_4968 16 15 14 13 17 20 14 17
27939 false_4971 11 13 12 13 21 21 22 23
27941 false_4973 23 23 28 21 29 34 27 27
27942 false_4974 12 12 9 11 18 19 22 16
27943 false_4975 17 18 17 14 14 16 15 13
27945 false_4977 13 9 11 14 17 17 19 21
27946 false_4978 7 10 8 10 17 15 18 17
27947 false_4979 20 18 16 16 20 20 28 21
27949 false_4980 16 10 11 13 14 16 16 17
27953 false_4984 6 5 9 10 4 8 6 5
27956 false_4987 23 25 23 18 25 26 23 30
27959 false_499 8 7 8 9 15 16 13 11
27960 false_4990 3 3 3 4 6 4 4 4
27963 false_4993 12 9 9 13 21 15 20 20
27965 false_4995 15 16 16 20 31 22 32 27
27967 false_4997 15 14 16 15 17 15 18 20
27968 false_4998 25 21 25 23 27 31 23 23
27971 false_50 14 13 11 13 7 8 8 8
27973 false_5000 10 12 14 14 22 26 24 24
27977 false_5004 11 14 11 13 13 11 12 13
27978 false_5005 8 12 16 12 16 19 21 21
27979 false_5006 16 18 13 15 14 17 15 16
27982 false_5009 20 17 20 17 16 17 13 15
27986 false_5012 7 11 9 12 21 19 19 24
27989 false_5015 8 6 8 14 17 12 16 15
27990 false_5016 5 3 4 5 12 17 16 18
27992 false_5018 6 7 7 6 15 12 16 16
27994 false_502 12 13 13 14 19 21 21 22
27996 false_5021 12 11 11 11 18 17 18 20
27998 false_5023 12 10 14 16 26 28 30 34
28000 false_5025 9 7 17 13 26 28 23 29
28001 false_5026 6 9 7 8 28 22 26 28
28002 false_5027 7 8 9 4 9 15 14 13
28003 false_5028 10 13 11 9 15 12 15 16
28006 false_5030 1 1 2 1 3 3 4 3
28008 false_5032 5 7 5 6 9 10 12 10
28011 false_5035 9 9 13 9 6 11 11 12
28013 false_5037 4 3 3 5 5 3 1 5
28014 false_5038 7 6 8 8 6 9 4 8
28018 false_5041 11 9 8 8 15 14 14 18
28019 false_5042 16 10 17 18 35 33 35 37
28021 false_5044 8 9 10 6 14 17 17 16
28026 false_5049 11 7 5 7 7 10 11 12
28028 false_5050 9 8 5 10 12 12 15 16
28031 false_5053 11 11 11 11 18 14 17 19
28035 false_5057 10 12 11 11 16 15 14 16
28036 false_5058 6 4 4 4 10 12 10 13
28038 false_506 15 15 16 15 8 8 11 9
28043 false_5064 2 2 3 1 8 4 5 7
28045 false_5066 9 6 13 8 13 12 12 18
28046 false_5067 7 7 8 8 13 13 10 10
28047 false_5068 4 3 2 6 6 6 7 10
28049 false_507 14 14 13 8 10 13 13 11
28052 false_5072 9 10 13 10 6 10 6 10
28053 false_5073 14 17 17 13 14 14 14 13
28055 false_5075 7 6 5 8 11 10 7 7
28056 false_5076 6 8 6 8 11 12 8 11
28057 false_5077 8 7 11 9 15 9 13 11
28064 false_5083 9 13 13 11 15 18 16 16
28066 false_5085 9 11 12 10 16 22 19 16
28069 false_5088 10 10 9 10 13 16 14 20
28071 false_509 10 12 9 11 18 15 15 12
28073 false_5091 15 14 16 14 10 6 8 12
28076 false_5094 12 10 9 11 10 11 12 12
28077 false_5095 3 6 1 7 8 8 6 5
28078 false_5096 4 4 5 5 7 7 5 5
28079 false_5097 7 8 5 6 6 8 6 8
28082 false_51 14 14 18 14 19 21 17 14
28086 false_5102 4 5 6 3 8 9 8 7
28093 false_5109 12 10 8 14 11 12 9 11
28097 false_5112 12 11 9 11 11 9 12 11
28098 false_5113 4 9 11 12 10 8 12 6
28101 false_5116 10 8 9 7 12 11 12 13
28102 false_5117 10 12 11 10 13 10 10 12
28103 false_5118 9 11 10 11 13 8 15 14
28107 false_5121 13 14 14 13 19 16 18 17
28110 false_5124 20 19 20 20 21 18 13 11
28111 false_5125 16 16 18 22 13 15 11 11
28117 false_5130 9 13 13 10 16 10 14 16
28119 false_5132 13 14 15 18 14 11 13 15
28121 false_5134 14 10 10 11 6 5 5 3
28123 false_5136 11 12 15 12 13 13 15 13
28124 false_5137 16 17 15 13 17 14 12 17
28130 false_5142 5 3 6 4 7 6 8 4
28131 false_5143 23 26 30 20 22 25 23 25
28132 false_5144 24 24 29 25 17 16 15 19
28133 false_5145 19 17 17 18 9 10 11 7
28134 false_5146 9 13 12 10 9 10 13 12
28136 false_5148 21 21 19 19 19 18 19 16
28140 false_5151 13 16 15 14 12 7 13 13
28141 false_5152 4 6 7 7 9 11 11 11
28142 false_5153 11 9 10 11 11 11 10 9
28145 false_5156 14 16 12 11 8 12 10 12
28157 false_5167 3 3 3 5 3 7 8 6
28160 false_517 24 21 22 20 10 10 10 10
28171 false_518 10 10 10 8 10 7 8 7
28173 false_5181 19 18 15 17 15 10 14 11
28176 false_5184 14 14 13 11 17 17 16 15
28184 false_5191 9 13 11 6 12 13 15 12
28187 false_5194 10 8 7 10 17 15 13 16
28189 false_5196 19 20 22 19 19 16 12 19
28191 false_5198 8 13 15 7 22 20 22 20
28200 false_5205 18 15 12 15 19 12 17 9
28201 false_5206 23 24 27 24 17 18 17 18
28205 false_521 20 21 21 23 8 11 12 10
28207 false_5211 8 10 9 11 10 8 9 7
28209 false_5213 26 25 27 30 14 11 15 16
28210 false_5214 24 21 16 19 14 26 20 17
28213 false_5217 14 12 10 11 12 15 15 14
28214 false_5218 22 24 25 21 20 18 16 16
28217 false_5220 14 15 18 12 11 14 12 13
28221 false_5224 4 4 5 3 3 3 4 3
28223 false_5226 8 8 5 9 16 19 16 18
28230 false_5232 10 12 13 14 9 12 14 12
28233 false_5235 6 6 8 7 7 6 6 3
28238 false_524 10 9 13 9 10 8 13 12
28241 false_5242 18 21 23 18 27 23 21 23
28243 false_5244 3 3 4 4 8 6 6 8
28244 false_5245 5 6 7 7 11 10 13 12
28249 false_525 14 17 18 16 8 9 9 6
28251 false_5251 10 8 7 9 6 9 7 5
28253 false_5253 10 10 9 7 8 6 8 4
28293 false_529 18 15 12 13 9 15 5 13
28305 false_530 22 26 25 25 19 16 18 20
28309 false_5303 185 188 193 192 176 169 169 177
28311 false_5305 12 16 14 14 12 13 14 12
28317 false_5310 18 18 19 18 17 16 19 16
28323 false_5316 24 25 19 22 10 14 8 9
28327 false_532 18 19 17 22 23 18 22 20
28333 false_5325 9 9 11 8 7 13 6 8
28334 false_5326 16 14 15 14 21 15 14 15
28341 false_5332 13 11 10 13 14 9 9 7
28350 false_5340 20 19 18 21 14 9 9 13
28352 false_5342 18 18 18 17 17 13 16 17
28354 false_5344 9 9 11 12 12 9 10 8
28355 false_5345 18 17 21 16 14 8 10 8
28356 false_5346 17 17 18 16 8 14 13 14
28357 false_5347 18 18 16 18 13 9 8 8
28360 false_535 16 18 14 16 12 9 12 12
28361 false_5350 15 17 18 19 14 19 19 23
28363 false_5352 20 19 20 19 11 13 11 7
28370 false_5359 13 14 12 11 11 5 10 10
28371 false_536 15 18 19 15 6 4 7 8
28372 false_5360 13 13 15 11 12 11 13 10
28374 false_5362 15 15 17 16 16 15 12 13
28377 false_5365 22 23 20 21 15 9 10 11
28378 false_5366 17 15 15 17 8 13 14 14
28379 false_5367 22 23 19 14 19 16 16 17
28380 false_5368 14 17 17 17 18 21 17 18
28383 false_5370 12 10 13 11 12 14 10 8
28386 false_5373 15 16 16 15 12 14 14 17
28387 false_5374 5 10 9 7 8 10 9 8
28394 false_5380 14 15 14 14 14 11 11 9
28406 false_5391 10 10 8 7 4 8 7 9
28415 false_54 6 8 8 6 9 6 6 8
28424 false_5407 16 17 16 14 13 18 13 17
28428 false_5410 15 14 15 14 14 11 11 14
28430 false_5412 16 12 14 13 14 10 13 14
28436 false_5418 13 9 8 10 10 12 8 11
28438 false_542 9 12 7 12 14 13 11 15
28440 false_5421 19 18 11 17 21 15 20 19
28441 false_5422 12 14 12 16 13 12 13 13
28442 false_5423 6 7 6 7 19 23 24 19
28443 false_5424 7 10 8 10 19 14 19 20
28462 false_5441 16 17 15 11 15 12 12 7
28468 false_5447 17 17 16 18 14 13 18 15
28471 false_545 19 20 13 10 11 12 12 10
28472 false_5450 25 23 26 24 18 20 14 13
28474 false_5452 22 20 18 23 16 18 11 14
28475 false_5453 10 9 10 9 9 11 9 12
28478 false_5456 10 10 8 7 12 13 11 11
28479 false_5457 29 26 24 26 21 15 12 18
28480 false_5458 12 14 12 14 8 13 11 12
28482 false_546 1 3 3 2 7 6 8 10
28483 false_5460 11 11 14 10 10 14 14 12
28484 false_5461 14 12 14 17 13 13 9 10
28486 false_5463 19 17 17 18 14 13 10 8
28487 false_5464 8 9 9 7 10 6 4 6
28488 false_5465 12 14 12 10 6 6 5 6
28489 false_5466 14 12 16 14 14 12 12 10
28494 false_5470 10 10 8 8 7 5 6 6
28496 false_5472 9 10 12 11 8 5 4 6
28507 false_5482 10 13 13 15 10 13 11 10
28511 false_5486 8 11 11 8 12 14 13 11
28515 false_549 20 22 23 23 18 16 16 20
28523 false_5497 14 11 15 12 15 15 20 18
28536 false_5508 8 10 8 7 7 7 6 10
28540 false_5511 13 14 14 12 10 11 7 8
28541 false_5512 6 5 4 8 9 10 7 8
28548 false_5519 11 14 14 15 13 5 12 8
28549 false_552 13 11 13 7 13 14 15 13
28555 false_5525 20 22 23 23 17 16 13 13
28556 false_5526 13 16 14 17 14 12 15 17
28560 false_553 23 19 18 19 11 11 16 11
28565 false_5534 10 10 10 9 9 12 15 17
28573 false_5541 8 8 10 9 12 8 8 9
28576 false_5544 9 10 7 8 15 14 15 15
28577 false_5545 12 11 13 13 11 13 11 13
28594 false_5560 11 11 10 14 18 13 15 15
28604 false_557 15 18 14 14 11 11 12 10
28607 false_5572 5 5 4 5 4 5 7 8
28610 false_5575 6 6 6 5 6 9 9 7
28611 false_5576 5 8 5 10 9 8 9 6
28620 false_5584 15 12 6 17 22 24 23 24
28621 false_5585 4 8 10 11 6 10 9 8
28622 false_5586 6 7 9 7 8 6 10 10
28623 false_5587 7 9 6 8 11 10 14 11
28629 false_5592 5 7 11 7 7 6 8 8
28631 false_5594 9 9 6 8 16 14 12 14
28647 false_5608 13 13 11 14 21 22 19 19
28656 false_5616 8 4 9 5 16 16 13 14
28672 false_5630 14 16 14 13 22 23 23 24
28674 false_5632 4 4 7 5 2 5 4 5
28680 false_5638 7 7 9 7 9 8 14 15
28688 false_5645 9 10 9 10 10 13 10 7
28702 false_5658 9 12 9 10 9 5 8 9
28704 false_566 10 13 9 11 8 8 5 5
28708 false_5663 14 17 12 14 9 10 6 8
28714 false_5669 10 11 10 11 14 12 17 12
28717 false_5671 8 8 7 12 18 13 16 17
28725 false_5679 9 10 10 6 12 9 9 9
28726 false_568 10 11 8 12 11 10 11 8
28728 false_5681 16 15 14 13 13 11 14 8
28736 false_5689 5 10 11 8 6 11 11 10
28739 false_5691 11 13 12 9 15 13 12 11
28740 false_5692 11 8 10 10 6 6 10 9
28742 false_5694 15 14 11 16 8 8 10 11
28743 false_5695 11 11 14 13 12 10 13 8
28748 false_57 7 8 9 7 4 4 5 7
28759 false_5709 7 9 7 8 12 15 18 15
28762 false_5711 10 7 12 10 12 17 11 12
28766 false_5715 10 9 7 9 8 7 10 7
28772 false_5720 12 12 9 13 14 9 12 15
28773 false_5721 2 4 6 3 14 19 21 17
28780 false_5728 9 10 8 8 6 7 6 6
28786 false_5733 11 11 13 15 22 24 26 21
28787 false_5734 7 7 9 10 10 11 10 10
28790 false_5737 12 10 14 15 15 16 17 18
28793 false_574 24 25 21 25 10 9 9 6
28794 false_5740 6 5 6 7 4 6 5 6
28796 false_5742 23 20 17 20 16 15 15 14
28804 false_575 11 11 12 11 8 5 4 6
28820 false_5764 5 6 7 8 17 18 20 21
28826 false_577 10 10 9 11 20 18 19 21
28830 false_5773 3 2 1 3 9 9 8 10
28832 false_5775 13 13 11 12 13 15 15 13
28835 false_5778 10 10 8 14 15 16 16 20
28837 false_578 15 16 17 16 17 20 15 13
28839 false_5781 10 8 10 11 16 13 15 10
28840 false_5782 6 4 6 3 14 12 15 16
28848 false_579 14 18 12 19 9 13 9 11
28889 false_5826 4 4 4 3 11 10 12 11
28897 false_5833 12 10 11 10 12 14 15 15
28901 false_5837 5 6 6 4 3 8 6 6
28908 false_5843 11 7 7 9 16 17 15 15
28912 false_5847 9 10 8 9 8 10 9 9
28916 false_5850 9 8 10 12 23 18 22 21
28921 false_5855 11 10 10 12 10 12 11 11
28922 false_5856 9 6 6 9 11 6 14 10
28932 false_5865 8 11 7 9 10 10 8 10
28937 false_587 2 3 3 3 4 3 4 3
28938 false_5870 9 9 10 11 11 9 11 10
28942 false_5874 3 4 4 3 7 7 7 6
28945 false_5877 5 7 8 8 14 14 14 15
28946 false_5878 4 2 4 4 7 7 3 7
28959 false_589 13 12 12 12 17 18 17 13
28970 false_59 21 21 16 19 12 6 12 11
28974 false_5902 11 8 11 10 4 7 3 4
28978 false_5906 9 13 9 11 4 6 6 3
28980 false_5908 12 11 10 13 10 10 12 12
28987 false_5914 21 20 18 21 19 18 13 13
28993 false_592 21 20 27 19 16 12 14 17
28994 false_5920 3 3 5 7 10 13 14 11
29000 false_5926 3 4 6 7 7 10 9 8
29014 false_5939 4 3 6 4 3 4 7 2
29020 false_5944 12 12 11 11 13 13 15 11
29023 false_5947 6 6 7 5 5 8 9 5
29033 false_5956 5 6 6 4 8 8 10 8
29035 false_5958 7 4 5 5 6 4 8 5
29046 false_5968 10 11 9 9 12 5 6 6
29057 false_5978 28 24 21 25 18 20 18 17
29067 false_5987 1 2 1 2 7 5 5 7
29069 false_5989 4 5 5 6 4 3 5 5
29072 false_5991 8 8 6 6 4 7 8 8
29073 false_5992 9 11 11 7 8 11 11 12
29074 false_5993 11 10 14 10 8 10 10 12
29076 false_5995 6 7 5 8 4 3 2 5
29078 false_5997 6 6 7 7 12 9 10 9
29081 false_6 6 5 5 4 5 6 4 5
29082 false_60 7 6 8 6 11 8 8 11
29083 false_600 13 15 15 16 10 16 12 10
29084 false_6000 9 8 9 8 9 13 10 10
29085 false_6001 7 4 7 6 7 7 3 6
29091 false_6007 10 10 13 9 11 9 9 10
29095 false_6010 7 7 6 7 8 9 8 5
29096 false_6011 9 10 10 11 8 13 10 8
29098 false_6013 0 1 2 1 6 8 6 5
29099 false_6014 13 12 14 12 8 5 6 5
29103 false_6018 8 8 7 9 10 9 5 10
29108 false_6022 37 39 34 30 31 26 30 28
29110 false_6024 8 4 6 9 6 10 7 9
29111 false_6025 3 3 2 2 6 4 5 5
29118 false_6031 2 2 1 3 3 3 5 5
29123 false_6036 8 7 9 7 7 7 6 5
29124 false_6037 13 17 17 15 17 21 20 20
29135 false_6047 5 5 7 6 5 4 7 5
29136 false_6048 12 8 8 7 12 12 11 14
29142 false_6053 3 3 4 3 5 5 4 5
29145 false_6056 11 13 13 12 11 11 10 9
29147 false_6058 3 5 5 5 12 16 13 13
29149 false_606 12 15 15 10 9 9 8 10
29152 false_6062 7 9 8 7 11 13 9 12
29163 false_6072 9 9 7 7 9 8 8 6
29164 false_6073 4 5 3 3 7 10 8 8
29169 false_6078 6 4 7 3 5 3 3 2
29170 false_6079 17 18 21 16 16 15 12 10
29175 false_6083 10 9 4 9 8 10 10 8
29179 false_6087 4 5 3 6 9 8 5 8
29183 false_6090 2 1 2 2 3 2 3 2
29186 false_6093 2 5 4 5 9 10 9 11
29187 false_6094 13 13 10 10 9 10 12 8
29188 false_6095 9 11 9 10 9 8 8 9
29216 false_612 16 14 15 17 7 10 10 10
29227 false_613 11 13 14 10 6 10 5 7
29250 false_6150 4 6 5 6 5 9 5 5
29254 false_6154 15 17 15 17 18 15 18 15
29256 false_6156 13 8 12 8 13 13 10 10
29260 false_616 8 7 7 8 4 4 4 3
29264 false_6163 10 11 15 11 10 7 7 9
29270 false_6169 8 9 9 9 7 3 5 4
29282 false_618 15 17 15 16 7 10 12 13
29286 false_6183 15 17 13 13 11 9 9 5
29290 false_6187 14 16 12 15 11 11 10 8
29291 false_6188 5 6 11 5 11 10 12 12
29294 false_6190 2 2 2 2 6 8 7 7
29300 false_6196 10 12 12 10 14 13 17 17
29315 false_6209 3 3 3 3 5 9 7 5
29316 false_621 6 5 4 3 2 5 4 3
29318 false_6211 3 4 4 3 5 4 7 4
29320 false_6213 4 7 4 10 6 7 8 6
29322 false_6215 17 16 15 16 11 10 7 11
29323 false_6216 4 5 6 4 7 6 4 2
29325 false_6218 8 8 9 8 7 10 6 6
29326 false_6219 12 15 16 14 12 12 8 13
29329 false_6221 11 13 16 16 7 15 11 8
29333 false_6225 10 9 13 12 15 17 15 19
29338 false_623 15 13 15 11 12 11 13 15
29342 false_6233 12 13 7 13 10 13 10 9
29349 false_624 20 20 20 19 12 13 7 10
29359 false_6249 10 9 10 10 9 8 9 9
29360 false_625 15 15 13 17 8 15 11 10
29362 false_6251 5 5 7 6 6 6 10 8
29365 false_6254 5 5 7 4 4 6 7 3
29366 false_6255 20 18 13 21 15 14 13 13
29368 false_6257 9 8 10 7 7 9 10 10
29369 false_6258 13 14 14 13 19 19 21 20
29371 false_626 18 15 15 16 15 18 17 13
29380 false_6268 13 14 12 10 2 5 3 5
29381 false_6269 7 9 6 6 11 7 6 7
29390 false_6277 11 11 14 13 12 10 11 10
29391 false_6278 13 16 15 12 11 12 12 7
29393 false_628 5 6 5 5 2 7 6 4
29395 false_6281 10 10 14 12 10 10 9 10
29418 false_6301 3 1 3 0 4 2 2 4
29419 false_6302 10 8 8 9 8 10 12 9
29420 false_6303 11 13 11 12 9 8 9 10
29427 false_631 11 11 14 16 11 18 12 14
29428 false_6310 7 5 8 9 8 8 7 10
29445 false_6326 11 13 14 12 10 14 19 14
29446 false_6327 6 7 10 10 10 7 11 15
29449 false_633 14 12 19 16 19 22 18 21
29450 false_6330 8 9 8 8 13 16 14 18
29455 false_6335 4 5 4 4 9 6 7 8
29456 false_6336 13 11 13 12 20 20 19 23
29458 false_6338 6 3 7 7 13 11 14 12
29460 false_634 26 27 26 25 16 16 12 12
29465 false_6344 11 14 13 10 10 12 10 11
29472 false_6350 8 7 10 10 17 14 13 12
29486 false_6363 11 10 9 8 10 10 11 11
29487 false_6364 18 18 16 17 13 18 14 14
29488 false_6365 6 8 8 7 10 12 11 16
29491 false_6368 11 9 8 8 20 17 19 17
29492 false_6369 5 5 4 6 12 11 15 17
29495 false_6371 8 6 9 8 16 14 15 14
29498 false_6374 9 13 13 14 10 16 12 17
29501 false_6377 9 4 6 10 17 13 17 21
29504 false_638 18 16 15 18 13 9 11 14
29505 false_6380 19 22 18 21 17 25 20 23
29507 false_6382 18 19 15 16 14 11 12 12
29509 false_6384 11 11 8 10 6 7 12 7
29511 false_6386 14 15 15 14 16 18 21 18
29513 false_6388 8 6 10 6 18 15 19 20
29514 false_6389 11 10 11 7 13 14 14 16
29515 false_639 26 26 20 23 10 16 12 14
29519 false_6393 8 9 9 9 16 20 21 19
29520 false_6394 13 13 14 15 16 16 12 23
29522 false_6396 16 14 16 16 18 16 17 22
29523 false_6397 18 17 16 17 20 19 15 18
29525 false_6399 13 13 16 14 10 10 10 14
29526 false_64 7 6 9 5 7 9 6 6
29527 false_640 23 28 18 22 18 16 13 20
29533 false_6405 11 13 12 10 15 14 17 14
29534 false_6406 12 14 11 10 13 15 14 15
29535 false_6407 12 11 11 11 14 8 11 8
29540 false_6411 13 15 10 11 17 23 21 22
29545 false_6416 11 8 10 8 18 13 16 19
29547 false_6418 11 13 16 9 18 17 17 18
29549 false_642 7 5 11 9 19 18 19 20
29550 false_6420 10 9 7 10 13 16 11 12
29551 false_6421 14 14 17 10 19 19 19 20
29552 false_6422 18 19 17 18 23 21 18 22
29553 false_6423 14 15 13 13 7 11 5 9
29554 false_6424 16 14 15 14 20 18 19 19
29555 false_6425 13 14 14 14 16 16 18 22
29556 false_6426 7 7 8 8 10 7 9 9
29558 false_6428 8 8 10 6 6 9 9 10
29560 false_643 15 15 14 12 9 12 8 6
29561 false_6430 10 16 12 11 10 18 16 14
29562 false_6431 19 19 18 20 20 19 18 19
29564 false_6433 6 7 9 8 11 10 16 12
29566 false_6435 26 25 28 19 23 20 18 25
29568 false_6437 7 6 8 9 9 7 9 9
29570 false_6439 16 13 17 15 22 22 22 17
29574 false_6442 7 7 6 4 9 6 6 6
29576 false_6444 10 6 9 11 15 12 12 10
29577 false_6445 13 8 15 10 12 14 14 16
29578 false_6446 5 3 5 5 9 16 14 13
29579 false_6447 15 13 14 13 16 20 17 19
29580 false_6448 10 11 17 12 24 20 23 25
29583 false_6450 8 5 7 6 11 8 4 9
29585 false_6452 14 10 15 9 13 13 15 14
29586 false_6453 8 7 10 13 14 13 11 11
29590 false_6457 20 16 19 20 18 22 22 26
29592 false_6459 10 12 9 10 17 11 10 14
29593 false_646 17 19 14 13 15 15 13 11
29594 false_6460 15 16 17 15 20 17 22 23
29595 false_6461 14 14 10 17 13 18 17 17
29604 false_647 8 11 9 11 15 9 10 9
29608 false_6473 15 15 14 18 17 18 16 20
29613 false_6478 2 4 5 3 7 7 6 7
29614 false_6479 15 17 22 14 24 27 27 21
29615 false_648 15 13 19 16 18 16 9 12
29616 false_6480 17 12 22 14 18 17 21 16
29619 false_6483 18 17 15 15 13 23 13 17
29620 false_6484 13 13 12 16 21 20 20 23
29621 false_6485 8 8 8 15 17 19 25 27
29623 false_6487 12 10 12 9 17 12 14 14
29626 false_649 10 11 13 13 14 9 12 13
29627 false_6490 12 12 15 13 20 17 18 16
29630 false_6493 7 12 8 14 18 15 19 16
29631 false_6494 11 10 12 12 13 18 17 16
29632 false_6495 14 11 11 12 9 7 11 7
29633 false_6496 10 9 12 11 15 18 12 15
29634 false_6497 12 8 13 13 22 19 20 15
29635 false_6498 15 16 15 12 12 10 16 9
29636 false_6499 12 12 10 7 15 14 13 12
29652 false_6512 10 10 10 8 10 9 12 11
29654 false_6514 7 6 7 11 19 18 20 22
29656 false_6516 7 8 7 10 12 16 12 12
29658 false_6518 5 4 5 6 12 16 15 16
29663 false_6522 9 9 10 12 15 14 15 14
29664 false_6523 19 18 23 19 37 35 32 32
29665 false_6524 17 14 18 14 20 18 21 21
29666 false_6525 20 19 19 13 22 27 20 20
29668 false_6527 5 6 7 7 13 16 17 14
29669 false_6528 15 13 18 13 17 21 16 20
29672 false_6530 8 7 5 8 7 8 8 10
29676 false_6534 12 14 15 14 24 28 23 21
29678 false_6536 9 9 11 13 12 13 13 10
29681 false_6539 8 8 13 13 11 18 16 14
29685 false_6542 9 9 11 9 16 17 16 16
29687 false_6544 8 8 13 14 14 15 15 16
29693 false_655 18 21 20 19 17 18 17 19
29695 false_6551 8 9 7 10 18 17 16 18
29698 false_6554 8 7 6 8 7 7 5 7
29700 false_6556 10 11 9 13 14 10 15 12
29702 false_6558 12 14 12 14 16 17 14 14
29703 false_6559 16 15 15 14 16 16 15 13
29705 false_6560 10 9 11 11 20 16 14 14
29707 false_6562 21 20 19 17 16 17 15 14
29708 false_6563 21 22 27 22 18 18 19 23
29713 false_6568 11 11 9 11 14 16 19 18
